wine,rating,reviewer
Contadi Castaldi NV Ros�?Sparkling (Franciacorta),87,Kerin O??�eefe
Contadi Castaldi NV Ros�?Sparkling (Franciacorta),88,Kerin O??�eefe
Conti di Sn Bonifacio 2012 Docet Red (Toscana),88,Kerin O??�eefe
Conti di Sn Bonifacio 2012 Sustinet Syrah (Toscana),87,Kerin O??�eefe
Contrade di Taurasi - Lonardo 2009 Coste  (Taurasi),91,Kerin O??�eefe
Contrade di Taurasi - Lonardo 2009 Vigne d'Alto  (Taurasi),94,Kerin O??�eefe
Contrade di Taurasi - Lonardo 2010  Taurasi,95,Kerin O??�eefe
Contrade di Taurasi - Lonardo 2011  Taurasi,92,Kerin O??�eefe
Contrade di Taurasi - Lonardo 2011 Coste  (Taurasi),93,Kerin O??�eefe
Contrade di Taurasi - Lonardo 2011 Vigne d'Alto  (Taurasi),94,Kerin O??�eefe
Contrade di Taurasi - Lonardo 2012 Aglianico (Irpinia),92,Kerin O??�eefe
Contrade di Taurasi - Lonardo 2012 Grecomusc' Roviello (Campania),93,Kerin O??�eefe
Contrade di Taurasi - Lonardo 2014 Aglianico (Irpinia),89,Kerin O??�eefe
Contrade di Taurasi - Lonardo 2014 Grecomusc Roviello (Campania),92,Kerin O??�eefe
Copper Belt 2012 Keating Reserve Red,87,Paul Gregutt
Coquelicot 2012 Riesling (Santa Ynez Valley),89,Matt Kettmann
Coquelicot 2016 Estate Chardonnay,91,Matt Kettmann
Coquelicot 2016 Riesling,87,Matt Kettmann
Coquelicot 2016 Riesling,89,Matt Kettmann
Coquelicot 2016 Sauvignon Blanc,88,Matt Kettmann
Cosentino 2013 The Novelist Meritage (Napa County),88,Virginie Boone
Cottanera 2013 Barbazzale Rosato Nerello Mascalese (Etna),87,Kerin O??�eefe
Cottonwood Canyon 2012 Bistro Red (Santa Maria Valley),88,Matt Kettmann
Cowhorn 2012 20 Grenache (Applegate Valley),88,Sean P. Sullivan
Cru 2014 Appellation Series Pinot Noir (Santa Maria Valley),91,Matt Kettmann
Cru 2014 Vineyard Montage Chardonnay (Monterey County),89,Matt Kettmann
Cru 2014 Vineyard Montage Pinot Noir (Santa Lucia Highlands),89,Matt Kettmann
Cru 2015 Sierra Madre Vineyard Chardonnay (Santa Maria Valley),88,Matt Kettmann
Cruzat NV Cruzat Brut Ros�?M챕thodo Tradicional Sparkling (Valle de Uco),85,Michael Schachner
Cruzat NV Cuv챕e R챕serve Nature M챕thodo Tradicional Sparkling (Valle de Uco),88,Michael Schachner
Cruzat NV Extra Brut Cuv챕e R챕serve Sparkling (Valle de Uco),87,Michael Schachner
Cummins Road 2012 Pinot Noir,87,Paul Gregutt
Cummins Road 2013 Pinot Noir,87,Paul Gregutt
C척t�?Mas NV Brut Ros�?Sparkling (Cr챕mant de Limoux),89,Lauren Buzzeo
DAOU 2012 Soul of a Lion Cabernet Sauvignon (Adelaida District),95,Matt Kettmann
Daou 2013 Soul of a Lion Cabernet Sauvignon (Adelaida District),96,Matt Kettmann
Day 2015 Belle Pente Vineyard Chardonnay,88,Paul Gregutt
De Bortoli NV Emeri Moscato Sparkling (South Eastern Australia),83,Joe Czerwinski
De Bortoli NV Emeri Pink Moscato Sparkling (South Eastern Australia),84,Joe Czerwinski
De Sousa & Fils NV Cuv챕e des Caudalies Grand Cru Blanc de Blancs Brut Chardonnay (Champagne),93,Roger Voss
Del Rio 2010 Claret (Rogue Valley),83,Paul Gregutt
Delaforce NV Curious & Ancient 20 Years  (Port),90,Roger Voss
Delamotte 1999 Blanc de Blancs Brut Chardonnay (Champagne),88,Roger Voss
Delamotte 1999 Blanc de Blancs Brut Chardonnay (Champagne),91,Roger Voss
Delamotte NV Blanc de Blancs Brut Chardonnay (Champagne),91,Roger Voss
Delamotte NV Brut  (Champagne),87,Michael Schachner
Delamotte NV Brut  (Champagne),88,Joe Czerwinski
Delamotte NV Brut  (Champagne),89,Roger Voss
Delamotte NV Brut  (Champagne),90,Roger Voss
Delamotte NV Brut  (Champagne),91,Paul Gregutt
Delamotte NV Brut  (Champagne),92,Paul Gregutt
Delamotte NV Brut  (Champagne),93,Roger Voss
Delamotte NV Ros�?Brut  (Champagne),87,Roger Voss
Deutz 2004 Blanc de Blancs Brut Chardonnay (Champagne),93,Roger Voss
Deutz NV Brut Classic  (Champagne),88,Joe Czerwinski
Deutz NV Brut Classic  (Champagne),88,Roger Voss
Deutz NV Brut Classic  (Champagne),89,Michael Schachner
Deutz NV Brut Classic  (Champagne),93,Roger Voss
Devaux NV Cuv챕e D Brut  (Champagne),90,Roger Voss
Devaux NV Cuv챕e Ros�?Brut  (Champagne),92,Roger Voss
Devaux NV Ultra D Extra Brut  (Champagne),92,Roger Voss
DFJ Vinhos 2009 Portada Branco White (Lisboa),86,Roger Voss
Di Arie 2011 Estate Grown & Bottled Cabernet Sauvignon (El Dorado),91,Jim Gordon
Di Arie 2011 Estate Grown & Bottled Tempranillo (El Dorado),92,Jim Gordon
Di Arie 2012 Estate Grown & Bottled Syrah (Sierra Foothills),89,Jim Gordon
Di Arie 2014 Estate Grown & Bottled Sauvignon Blanc (El Dorado),87,Jim Gordon
Digby Fine English NV Brut Sparkling (England),90,Anne Krebiehl?�MW
Dinga??Winery 2009 Plavac Mali (Peljesac),86,Anna Lee C. Iijima
Dolin 2012 Malibu Estate Chardonnay,89,Matt Kettmann
Domaine Beausejour 2014 Les Grenettes Sauvignon Blanc (Touraine),84,Roger Voss
Domaine Beno챤t & Mathieu Fleuriet 2015 Renaissance La Magie des Caillottes  (Sancerre),87,Roger Voss
Domaine Bernard Fleuriet et Fils 2015 Tradition  (Sancerre),88,Roger Voss
Domaine Berthoumieu 2007 Charles de Batz Tannat (Madiran),94,Roger Voss
Domaine Berthoumieu 2011 Vitis MCM Tannat (Madiran),94,Roger Voss
Domaine Berthoumieu 2012 Charles de Batz Tannat-Cabernet (Madiran),93,Roger Voss
Domaine Berthoumieu 2012 Haute Tradition Tannat-Cabernet (Madiran),88,Roger Voss
Domaine Berthoumieu 2012 Vitis MCM Tannat (Madiran),95,Roger Voss
Domaine Berthoumieu 2013 Charles de Batz Tannat-Cabernet (Madiran),91,Roger Voss
Domaine Boyar 2016 Traminer (Thracian Valley),89,Jeff Jenssen
Domaine Brunet 2009 Malbec (Cahors),86,Roger Voss
Domaine Bruno Clair 2010 En la rue de Vergy  (Morey-Saint-Denis),93,Roger Voss
Domaine Cabirau 2011 Serge & Nicolas Red (Maury Sec),90,Lauren Buzzeo
Domaine Capmartin 2014 Cuv챕e du Couvent Tannat (Madiran),92,Roger Voss
Domaine Capmartin 2014 Vieilles Vignes Tannat-Cabernet (Madiran),91,Roger Voss
Domaine Chandon 2000 Chardonnay (Carneros),87,Jesica Vargas
Domaine Chandon 2000 Chardonnay (Carneros),87,Christina Pickard
Domaine Chandon 2000 Pinot Meunier (Carneros),89,Jesica Vargas
Domaine Chandon 2000 Pinot Meunier (Carneros),89,Christina Pickard
Domaine Charles Baur NV Brut Ros�?Sparkling (Cr챕mant d'Alsace),88,Anne Krebiehl?�MW
Domaine Charles Baur NV Brut Sparkling (Cr챕mant d'Alsace),91,Anne Krebiehl?�MW
Domaine Charles Baur NV Emotion Sparkling (Cr챕mant d'Alsace),93,Anne Krebiehl?�MW
Domaine Charles Baur NV Sparkling (Cr챕mant d'Alsace),93,Anne Krebiehl?�MW
Domaine Chavet 2015  Menetou-Salon,86,Roger Voss
Domaine d'Alzipratu 2014 Pumonte Red,91,Roger Voss
Domaine d'Alzipratu 2015 Pumonte White,89,Roger Voss
Domaine Damiens 2014 Tradition Red (Madiran),85,Roger Voss
Domaine de Cause 2007 Notre Dame des Champs Malbec (Cahors),91,Roger Voss
Domaine de Cause 2008 Notre Dame des Champs Malbec (Cahors),93,Roger Voss
Domaine de Cause 2009 La Lande Cavagnac Malbec (Cahors),93,Roger Voss
Domaine de Cause 2009 Malbec (Cahors),90,Roger Voss
Domaine de Cause 2009 Notre Dame de Champs Malbec (Cahors),91,Roger Voss
Domaine de Cause 2010 Notre Dame des Champs Malbec (Cahors),92,Roger Voss
Domaine de Cause 2011 Malbec (Cahors),88,Roger Voss
Domaine de Cause 2011 Notre Dame des Champs Malbec (Cahors),92,Roger Voss
Domaine de Cause 2011 Tradition Malbec (Cahors),89,Roger Voss
Domaine de Cause 2012 La Lande Cavagnac Malbec (Cahors),93,Roger Voss
Domaine de Cause 2012 Malbec (Cahors),87,Roger Voss
Domaine de Cause 2012 Notre Dame des Champs Malbec (Cahors),91,Roger Voss
Domaine de Cause 2012 Tradition Malbec (Cahors),87,Roger Voss
Domaine de Cause 2013 La Lande Cavagnac Malbec (Cahors),93,Roger Voss
Domaine de Cause 2013 Tradition Malbec (Cahors),86,Roger Voss
Domaine de Cause 2014 La Lande Cavagnac Malbec (Cahors),92,Roger Voss
Domaine de Cause 2014 Malbec (Cahors),87,Roger Voss
Domaine de Chevalier 2006 Barrel sample  (Pessac-L챕ognan),91,Roger Voss
Domaine de Chevalier 2008  Pessac-L챕ognan,95,Roger Voss
Domaine de Chevalier 2009 Barrel sample  (Pessac-L챕ognan),95,Roger Voss
Domaine de Chevalier 2011 Barrel Sample  (Pessac-L챕ognan),96,Roger Voss
Domaine de Dauliac 2015 Malbec (Cahors),88,Roger Voss
Domaine de Maison Neuve 2014 Elev�?en F청t de Ch챗ne Malbec (Cahors),88,Roger Voss
Domaine de Maison Neuve 2014 Malbec (Cahors),86,Roger Voss
Domaine de Mourchon 2014 Grande R챕serve Red,91,Joe Czerwinski
Domaine de Mourchon 2014 Tradition Red,90,Joe Czerwinski
Domaine de Thulon 2013  Beaujolais-Villages,84,Roger Voss
Domaine de Vaugondy NV Brut  (Vouvray),86,Roger Voss
Domaine des Baumard NV Carte Turquoise Sparkling (Cr챕mant de Loire),88,Roger Voss
Domaine du Crampilh 2007 L'Originel Tannat-Cabernet (Madiran),88,Roger Voss
Domaine du Crampilh 2007 Vignes Vieilles Tannat (Madiran),91,Roger Voss
Domaine du Grand Cros 2005 Ch창teau Nozi챔res Malbec (Cahors),87,Roger Voss
Domaine du Mouli�?2011 Red (Madiran),90,Roger Voss
Domaine du Petit Coteau NV Brut  (Vouvray),88,Roger Voss
Domaine du Prince 2006 Malbec-Merlot (Cahors),88,Roger Voss
Domaine du Prince 2008 Lou Prince Malbec (Cahors),89,Roger Voss
Domaine du Prince 2008 Rossignol Malbec-Merlot (Cahors),87,Roger Voss
Domaine du Th챕ron 2012 D챕ese M챕ditrina Malbec (Cahors),85,Roger Voss
Domaine du Th챕ron 2012 Prestige Malbec (Cahors),90,Roger Voss
Domaine du Th챕ron 2013 Malbec (Cahors),86,Roger Voss
Domaine du Th챕ron 2014 Malbec (Cahors),86,Roger Voss
Domaine du Th챕ron 2014 Prestige Malbec (Cahors),90,Roger Voss
Domaine Dujac 2009  Morey-Saint-Denis,91,Roger Voss
Domaine Dujac 2009 Premier Cru  (Morey-Saint-Denis),90,Roger Voss
Domaine Fernand Engel 2013 Gloeckelberg Grand Cru Pinot Gris (Alsace),91,Anne Krebiehl?�MW
Domaine Fernand Engel NV Brut Tradition Sparkling (Cr챕mant d'Alsace),88,Anne Krebiehl?�MW
Domaine Fernand Engel NV Tradition Brut Sparkling (Cr챕mant d'Alsace),88,Anne Krebiehl?�MW
Domaine Fran챌ois Schmitt NV Blanc de Noirs Sparkling (Cr챕mant d'Alsace),89,Anne Krebiehl?�MW
Domaine Fran챌ois Schmitt NV Ros�?Sparkling (Cr챕mant d'Alsace),89,Anne Krebiehl?�MW
Domaine Fran챌ois Schmitt NV Ros�?Sparkling (Cr챕mant d'Alsace),90,Anne Krebiehl?�MW
Domaine G챕rard Fiou 2013  Sancerre,88,Roger Voss
Domaine Jacques Prieur 2009 Clos de Mazeray  (Meursault),87,Roger Voss
Domaine Jayer-Gilles 2006  Bourgogne Hautes C척tes de Beaune,88,Roger Voss
Domaine Jayer-Gilles 2006  Bourgogne Hautes C척tes de Nuits,88,Roger Voss
Domaine Jayer-Gilles 2007  Bourgogne Hautes C척tes de Beaune,85,Roger Voss
Domaine Jayer-Gilles 2007  Bourgogne Hautes C척tes de Nuits,87,Roger Voss
Domaine Jessiaume 2008 Gravi챔res Premier Cru  (Santenay),90,Roger Voss
Domaine Jo챘l Delaunay 2015 La Vo청te Sauvignon Blanc,90,Roger Voss
Domaine la Colombette 2016 Notorious Pink Ros�?(Vin de France),85,Lauren Buzzeo
Domaine Laougu�?2009 L'Excellence de Marty Tannat-Cabernet (Madiran),91,Roger Voss
Domaine Laougu�?2009 Tannat-Cabernet (Madiran),89,Roger Voss
Domaine le Bout du Lieu 2007 Empyr챕e Malbec (Cahors),89,Roger Voss
Domaine le Bout du Lieu 2007 Orbe Noir Malbec (Cahors),91,Roger Voss
Domaine Luc et Lise Pavelot 2011  Pernand-Vergelesses,90,Roger Voss
Domaine Luneau-Papin 1995 Le L d'Or de Pierre Luneau  (Muscadet S챔vre et Maine),93,Roger Voss
Domaine Luneau-Papin 1997 Le L d'Or de Pierre Luneau  (Muscadet S챔vre et Maine),92,Roger Voss
Domaine Luneau-Papin 2001 Clos des No챘lles Excelsior  (Muscadet S챔vre et Maine),93,Roger Voss
Domaine Luneau-Papin 2003 Le L d'Or de Pierre Luneau  (Muscadet S챔vre et Maine),90,Roger Voss
Domaine Luneau-Papin 2007 Clos des All챕es Vieilles Vignes  (Muscadet S챔vre et Maine),89,Roger Voss
Domaine Luneau-Papin 2009 Pueri Solis  (Muscadet S챔vre et Maine),91,Roger Voss
Domaine Luneau-Papin 2010 Excelsior  (Muscadet S챔vre et Maine),89,Roger Voss
Domaine Luneau-Papin 2013 Clos des All챕es Sur Lie  (Muscadet S챔vre et Maine),91,Roger Voss
Domaine Luneau-Papin 2013 Les Pierres Blanches Gneiss Sur Lie  (Muscadet S챔vre et Maine),90,Roger Voss
Domaine Luneau-Papin 2013 Terre de Pierre  (Muscadet S챔vre et Maine),91,Roger Voss
Domaine Maestracci 2015 Clos Reginu Red,87,Roger Voss
Domaine Maestracci 2015 E Prove White,85,Roger Voss
Domaine Maillard 2014  Chorey-l챔s-Beaune,87,Roger Voss
Domaine Michel Fonne NV Brut Sparkling (Cr챕mant d'Alsace),88,Anne Krebiehl?�MW
Domaine Pascal et Mireille Renaud 2016  M창con-Villages,87,Roger Voss
Domaine Sauvat 2014 Nymph챕a Prestige Pinot Noir,87,Roger Voss
Domaine Sauvat 2015 Anth챕us Chardonnay,84,Roger Voss
Domaine Sauvat 2015 Les Demoiselles Gamay,87,Roger Voss
Domaine Sauvat 2015 Nymph챕a Pinot Noir,86,Roger Voss
Domaine Sauvat 2016 Demoiselles Gamay,86,Roger Voss
Domaine Sauvat 2016 Origine Gamay,85,Roger Voss
Domaine Serene 2014 Aspect Pinot Noir (Dundee Hills),94,Paul Gregutt
Domaine Serene 2014 Aspect Pinot Noir (Dundee Hills),90,Paul Gregutt
Domaine Ste. Michelle NV Blanc de Blancs Sparkling (Columbia Valley (WA)),87,Paul Gregutt
Domaine Ste. Michelle NV Brut Sparkling (Columbia Valley (WA)),85,Paul Gregutt
Domaine Ste. Michelle NV Brut Sparkling (Columbia Valley (WA)),85,Sean P. Sullivan
Domaine Ste. Michelle NV Brut Sparkling (Columbia Valley (WA)),88,Paul Gregutt
Domaine Ste. Michelle NV Extra Dry Sparkling (Columbia Valley (WA)),83,Joe Czerwinski
Domaine Ste. Michelle NV Extra Dry Sparkling (Columbia Valley (WA)),86,Paul Gregutt
Domaine Uby 2014 No. 4 Gros & Petit Manseng White (C척tes de Gascogne),87,Roger Voss
Domaine Vacheron 2006  Sancerre,88,Roger Voss
Domaine Vacheron 2008  Sancerre,91,Roger Voss
Domaine Vincent Delaporte 2011 Maxime Vieilles Vignes sur Silex  (Sancerre),90,Roger Voss
Domaine Vincent Delaporte 2012  Sancerre,90,Roger Voss
Domaine Vincent Stoeffler NV Blanc de Blancs Brut Sparkling (Cr챕mant d'Alsace),88,Anne Krebiehl?�MW
Domaine Zinck NV Brut Sparkling (Cr챕mant d'Alsace),86,Anne Krebiehl?�MW
Domaine Zinck NV Brut Sparkling (Cr챕mant d'Alsace),88,Anne Krebiehl?�MW
Domaine Zinck NV Brut Sparkling (Cr챕mant d'Alsace),88,Roger Voss
Domaines Devillard 2014 Ch창teau de Chamirey  (Mercurey),87,Roger Voss
Domaines Devillard 2014 Le Renard  (Bourgogne),86,Roger Voss
Domaines Pierre Chavin 2014 Pierre & Paul Ros�?(C척tes de Provence),88,Roger Voss
Donati 2012 Cabernet Franc (Paicines),84,Matt Kettmann
Donati 2012 Claret (Paicines),91,Matt Kettmann
Donati 2012 Grenache (Paicines),88,Matt Kettmann
Donati 2012 Merlot (Paicines),85,Matt Kettmann
Donati 2012 Petit Verdot (Paicines),86,Matt Kettmann
Donati 2013 Cabernet Sauvignon (Paicines),88,Matt Kettmann
Donati 2013 Claret Red (Paicines),87,Matt Kettmann
Donati 2013 Ezio Cabernet Sauvignon (Paicines),87,Matt Kettmann
Donati 2013 Merlot (Paicines),87,Matt Kettmann
Donati 2013 Sister's Forever Unoaked Chardonnay (Central Coast),85,Matt Kettmann
Donati 2013 The Immigrant Red (Paicines),87,Matt Kettmann
Donati 2014 Cabernet Franc (Paicines),84,Matt Kettmann
Donati 2015 Pinot Blanc (Paicines),87,Matt Kettmann
Dopff & Irion NV Blanc de Blancs Brut Sparkling (Cr챕mant d'Alsace),89,Anne Krebiehl?�MW
Dopff & Irion NV Blanc de Blancs Brut Sparkling (Cr챕mant d'Alsace),90,Anne Krebiehl?�MW
Dopff & Irion NV Brut Ros�?Sparkling (Cr챕mant d'Alsace),90,Anne Krebiehl?�MW
Dopff & Irion NV Brut Sparkling (Cr챕mant d'Alsace),85,Roger Voss
Dopff & Irion NV Ros�?Sparkling (Cr챕mant d'Alsace),85,Roger Voss
Dopff Au Moulin NV Cuv챕e Julien Brut Sparkling (Cr챕mant d'Alsace),89,Anne Krebiehl?�MW
Dopff Au Moulin NV Cuv챕e Julien Sparkling (Cr챕mant d'Alsace),85,Roger Voss
Dow's NV Trademark Finest Reserve  (Port),83,Roger Voss
Dubl NV Brut Metodo Classico Falanghina (Vino Spumante),91,Kerin O??�eefe
Duca di Salaparuta 2012 Calanica Frappato & Syrah Red (Terre Siciliane),87,Kerin O??�eefe
Duca di Salaparuta 2012 Calanican Nero d'Avola & Merlot Red (Terre Siciliane),86,Kerin O??�eefe
Dum챕nil NV Grande R챕serve Premier Cru Brut  (Champagne),88,Roger Voss
Dunham 2011 VXVII Cabernet Sauvignon (Columbia Valley (WA)),92,Sean P. Sullivan
Duorum 2014 Late Bottled Vintage  (Port),91,Roger Voss
Duval-Leroy NV Ros�?Prestige Premier Cru Brut  (Champagne),89,Roger Voss
Dynamite Vineyards 2009 Cabernet Sauvignon (Red Hills Lake County),85,Virginie Boone
D체rnberg 2010 L&T; Gr체ner Veltliner (Nieder철sterreich),86,Roger Voss
D체rnberg 2011 L & T Gr체ner Veltliner (Nieder철sterreich),86,Roger Voss
D체rnberg 2012 L & T Gr체ner Veltliner (Nieder철sterreich),87,Roger Voss
D체rnberg 2013 L&T Cool Climate Gr체ner Veltliner (Nieder철sterreich),89,Anne Krebiehl?�MW
D체rnberg 2015 L&T Gr체ner Veltliner (Nieder철sterreich),88,Anne Krebiehl?�MW
D체rnberg 2016 L&T Cool Climate Falkenstein Gr체ner Veltliner (Nieder철sterreich),90,Anne Krebiehl?�MW
Eisold-Smith 2014 Fairsing Vineyard Pinot Noir,91,Paul Gregutt
El Capricho 2015 Reserve Cabernet Sauvignon,89,Michael Schachner
El Capricho 2015 Reserve Tannat,90,Michael Schachner
El Capricho 2015 Reserve Tempranillo,89,Michael Schachner
El Lugar 2016 Greengate Ranch & Vineyard Blanc Pinot Noir (Edna Valley),90,Matt Kettmann
Elena Walch 2012 Kermesse Cuv챕e Red,91,Kerin O??�eefe
Elizabeth Chambers 2012 Lazy River Vineyard Pinot Noir,93,Paul Gregutt
Elizabeth Chambers 2014 Lazy River Vineyard Pinot Noir,94,Paul Gregutt
Elizabeth Chambers 2014 Menefee Vineyard Pinot Noir,93,Paul Gregutt
Elk Cove 2013 La Boh챔me Pinot Noir,92,Paul Gregutt
Elk Cove 2013 Mount Richmond Pinot Noir,92,Paul Gregutt
Elk Cove 2014 Goodrich Chardonnay,91,Paul Gregutt
Elk Cove 2014 Goodrich Pinot Noir,91,Paul Gregutt
Elk Cove 2014 La Boh챔me Pinot Noir,92,Paul Gregutt
Elk Cove 2014 Mount Richmond Pinot Noir,92,Paul Gregutt
Elk Cove 2014 Roosevelt Pinot Noir,94,Paul Gregutt
Elk Cove 2015 Mount Richmond Pinot Noir,91,Paul Gregutt
Elsom Cellars 2007 Malbec (Columbia Valley (WA)),87,Paul Gregutt
Elsom Cellars 2008 Cabernet Sauvignon (Columbia Valley (WA)),85,Paul Gregutt
Elsom Cellars 2008 Isabella Red (Columbia Valley (WA)),86,Paul Gregutt
Elsom Cellars 2009 Artz Vineyard Cabernet Sauvignon (Red Mountain),87,Paul Gregutt
Elsom Cellars 2009 Autonomous Red (Columbia Valley (WA)),88,Paul Gregutt
Elsom Cellars 2009 Isabella Red (Columbia Valley (WA)),92,Paul Gregutt
Elsom Cellars 2009 Red (Columbia Valley (WA)),91,Paul Gregutt
Elsom Cellars 2009 Two Blonds Cabernet Sauvignon (Yakima Valley),88,Paul Gregutt
Emev�?2009 Shiraz (Valle de Guadalupe),84,Michael Schachner
Emilio Moro 2007 Drink & Dream D+D Red (Douro),91,Roger Voss
Enate 2013 Rosado Cabernet Sauvignon (Somontano),82,Michael Schachner
Enoport 2014 Penina Red (Tejo),83,Roger Voss
Enrico Gatti 2007 Millesimo Brut Chardonnay (Franciacorta),90,Kerin O??�eefe
Enrico Gatti NV Nature Sparkling (Franciacorta),91,Kerin O??�eefe
Enrico Gatti NV Ros�?Pinot Nero (Franciacorta),89,Kerin O??�eefe
Erath 2006 Bishop Creek Pinot Noir,92,Paul Gregutt
Erath 2006 Estate Selection Pinot Noir (Dundee Hills),86,Paul Gregutt
Erath 2006 Pinot Blanc (Willamette Valley),86,Paul Gregutt
Erath 2007 Pinot Gris (Oregon),85,Paul Gregutt
Erath 2009 Bishop Creek Pinot Noir,89,Paul Gregutt
Erath 2010 Bishop Creek Pinot Noir,85,Paul Gregutt
Eric Louis 2014 Les Celliers de la Pauline  (Sancerre),89,Roger Voss
Errazuriz 2009 La Cumbre Syrah (Aconcagua Valley),92,Michael Schachner
Erzeti??2009 Amfora Cabernet Sauvignon (Goriska Brda),89,Jeff Jenssen
Erzeti??2009 Amfora Rdece Cabernet Sauvignon-Merlot (Goriska Brda),89,Jeff Jenssen
Erzeti??2009 Amfora Sivi Pinot Pinot Gris (Goriska Brda),89,Jeff Jenssen
Erzeti??2013 Damski Ros�?(Goriska Brda),87,Jeff Jenssen
Erzeti??2013 Rebula (Goriska Brda),88,Jeff Jenssen
Esperanza 2013 Estate Grown & Bottled Verdejo-Viura (Rueda),86,Michael Schachner
Esperanza 2014 Estate Grown & Bottled Verdejo-Viura (Rueda),86,Michael Schachner
Etude 2013 Yamhill Vista Vineyard Pinot Noir,91,Paul Gregutt
Eufloria NV Aromatic Ros�?(Washington),86,Sean P. Sullivan
Exton Park Vineyard NV Ros�?Sparkling (England),91,Anne Krebiehl?�MW
Fabbioli Cellars 2013 Amici & Amanti Red (Virginia),86,Alexander Peartree
Fairsing 2013 Chardonnay,95,Paul Gregutt
Fairsing 2013 Sullivan Pinot Noir,89,Paul Gregutt
Fairsing 2014 Chardonnay,91,Paul Gregutt
Fairsing 2014 Dardis Pinot Noir,91,Paul Gregutt
Fairsing 2014 Fairsing Vineyard Pinot Noir,89,Paul Gregutt
Fairsing 2014 Sullivan Pinot Noir,89,Paul Gregutt
Fairsing 2015 Chardonnay,90,Paul Gregutt
Fairsing 2015 Dardis Pinot Noir,90,Paul Gregutt
Fairsing 2015 Fairsing Vineyard Pinot Noir,90,Paul Gregutt
Fairsing 2015 Sullivan Pinot Noir,92,Paul Gregutt
Fall Creek 2014 Salt Lick Vineyards G-S-M,82,Alexander Peartree
Falua 2012 Conde de Vimioso Extra Bruto Sparkling (Tejo),85,Roger Voss
Familia Deicas 2015 Valle de los Manantiales Vineyard Tannat,86,Michael Schachner
Familie Zull 2016 Lust & Laune Gr체ner Veltliner (Nieder철sterreich),89,Anne Krebiehl?�MW
Familie Zull 2016 Lust & Laune Red (Nieder철sterreich),90,Anne Krebiehl?�MW
Familie Zull 2016 Lust & Laune Ros�?(Nieder철sterreich),88,Anne Krebiehl?�MW
Famille Laplace 2012 Ch창teau d'Aydie Tannat (Madiran),93,Roger Voss
Famille Laplace 2013 Od�?d'Aydie Tannat (Madiran),93,Roger Voss
Famille Laplace 2014 Aydie l'Origine Tannat-Cabernet Franc (Madiran),90,Roger Voss
Famille Laplace 2014 Domaine Mour챕ou Red (Madiran),91,Roger Voss
Famille Laplace 2014 Od�?d'Aydie Tannat (Madiran),93,Roger Voss
Famille Laplace 2015 Aydie L'Origine Tannat-Cabernet Franc (Madiran),90,Roger Voss
Familly Val챕ry 2015 Domaine des Deux Ruisseaux Merlot (Pays d'Oc),89,Lauren Buzzeo
Faniel et Fils NV Agapane Brut  (Champagne),89,Roger Voss
Faniel et Fils NV Appogia Blanc de Blancs Brut Chardonnay (Champagne),92,Roger Voss
Faniel et Fils NV Oriane Brut  (Champagne),90,Roger Voss
Faniel et Fils NV Oriane Brut  (Champagne),91,Roger Voss
